AssetID,Brand,ModelNumber,SerialNumber,Description,DateOfPurchase,DateAdded,DateModified,ChangeHistory,Notes,IsMissing,IsOOC,IsDegraded,IsDisposed,IsBulk,Quantity,MaintenanceLogs,DepartmentCode,DefaultLocation,CurrentLocation
SE215#01,Shure,SE215,3CA17269504,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,Store
SE215#02,Shure,SE215,3CA17269112,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,Store
SE215#03,Shure,SE215,3CA17269299,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,Store
SE215#04,Shure,SE215,3CA17269073,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,
SE215#05,Shure,SE215,3CA17269275,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,
SE215#06,Shure,SE215,3CA17269542,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,
SE215#07,Shure,SE215,3CE30957457,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,
SE215#08,Shure,SE215,3CE30957445,"sound-isolating earphones, black",,,,,,False,False,False,False,False,1,,AX,Store,
SM57#01,Shure,SM57,3BE28632739,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#02,Shure,SM57,3AI23201231,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#03,Shure,SM57,3AI23201320,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#04,Shure,SM57,3AK29224642,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#05,Shure,SM57,,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#06,Shure,SM57,,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#07,Shure,SM57,,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#08,Shure,SM57,,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#09,Shure,SM57,,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM57#10,Shure,SM57,,cardioid dynamic instrument mic,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#01,Shure,SM58,3BD07905808,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#02,Shure,SM58,3BD07905896,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#03,Shure,SM58,3BD07905959,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#04,Shure,SM58,3AI23201255,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#05,Shure,SM58,3BD07905973,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#06,Shure,SM58,3BD07905985,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#07,Shure,SM58,,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#08,Shure,SM58,,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#09,Shure,SM58,,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58#10,Shure,SM58,,dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
SM58S#01,Shure,SM58S,,cardioid dynamic w/ switch,,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
SM58S#02,Shure,SM58S,,cardioid dynamic w/ switch,,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
SM58S#03,Shure,SM58S,,cardioid dynamic w/ switch,,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
SM58S#04,Shure,SM58S,,cardioid dynamic w/ switch,,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
B58A#01,Shure,Beta 58A,,supercardioid dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
B58A#02,Shure,Beta 58A,,supercardioid dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
B58A#03,Shure,Beta 58A,,supercardioid dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
B58A#04,Shure,Beta 58A,,supercardioid dynamic vocal microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#01,Shure,ULXD1 [L50],1ND2342330-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#02,Shure,ULXD1 [L50],1ML0246448,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#03,Shure,ULXD1 [L50],1NB0326366-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#04,Shure,ULXD1 [L50],1ND2342613-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#05,Shure,ULXD1 [L50],1ND23423459-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#06,Shure,ULXD1 [L50],1ND2342323-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#07,Shure,ULXD1 [L50],1ND2342445-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#08,Shure,ULXD1 [L50],1ND2342622-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#09,Shure,ULXD1 [L50],1ML0246482-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#10,Shure,ULXD1 [L50],1ND2342618-01,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#11,Shure,ULXD1 [L50],2QJ0777983,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#12,Shure,ULXD1 [L50],,Beltpack,,,,,,True,False,False,False,False,1,,AX,Store,
ULXD1#13,Shure,ULXD1 [G52],3BI28076309,Beltpack,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#14,Shure,ULXD1 [G52],3BI28074129,Beltpack,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#15,Shure,ULXD1 [G52],3BI28076513,Beltpack,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#16,Shure,ULXD1 [G52],3BI28076373,Beltpack,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#17,Shure,ULXD1 [G52],3BI28076436,Beltpack,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD1#18,Shure,ULXD1 [G52],3BI28078539,Beltpack,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,
ULXD1#19,Shure,ULXD1 [L50],3EC18480865,Beltpack,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#01,Shure,ULXD2 [L50],2NK0071080-01,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD2#02,Shure,ULXD2 [L50],2PH3049605,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,
ULXD2#03,Shure,ULXD2 [L50],2OB0659314-01,Handheld Microphone,,,,,,False,False,False,False,False,1,"[{""date"":""2026/03/22"",""user"":""bnjm2000"",""description"":""Handheld dropped by emcee, capsule broke off (Wedding of Russell & Cassandra @ Shangri-La Island Ballroom)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2026/04/17"",""user"":""bnjm2000"",""description"":""Bought new capsule from E&E, replaced whole capsule - $214"",""type"":""Repair"",""cost"":""214.00"",""changes"":[{""kind"":""location"",""value"":""E&E""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}}]",AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD2#04,Shure,ULXD2 [L50],2PK2362933,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD2#05,Shure,ULXD2 [L50],20A1395239-01,Handheld Microphone,,,,,,False,False,False,False,False,1,"[{""date"":""2025/11/27"",""user"":""bnjm2000"",""description"":""Discovered capsule broken and sponge disintegrated (Loro Piana @ Jiak Kim House)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2026/01/08"",""user"":""bnjm2000"",""description"":""Sent to E&E for servicing"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""E&E""}],""source"":{}},{""date"":""2026/01/12"",""user"":""bnjm2000"",""description"":""SR22011:\nE&E quoted to replace capsule ($267), with service fee ($120).\nDecided to cancel repair and buy the capsule from Sales."",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Store""}],""source"":{}},{""date"":""2026/01/27"",""user"":""bnjm2000"",""description"":""Purchased new B58A Capsule to replace. ($214)\nCapsule SN: 3EH15266104"",""type"":""Repair"",""cost"":""214.00"",""changes"":[{""kind"":""location"",""value"":""E&E""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}}]",AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD2#06,Shure,ULXD2 [L50],2PK2362926,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
ULXD2#07,Shure,ULXD2 [L50],2QK2204370,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,
ULXD2#08,Shure,ULXD2 [L50],2OB0659317-01,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD2#09,Shure,ULXD2 [L50],2NK0771081-01,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
ULXD2#10,Shure,ULXD2 [L50],2PK2362922,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD2#11,Shure,ULXD2 [L50],2RC0141727,Handheld Microphone,,,,,,False,False,False,False,False,1,"[{""date"":""2025/06/21"",""user"":""bnjm2000"",""description"":""Battery prong dropped out, unable to turn on (Wedding of Jeremy and Julia @ The Pyramid Club)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Store""},{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2025/07/10"",""user"":""bnjm2000"",""description"":""Sent to E&E for service."",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""E&E""}],""source"":{}},{""date"":""2025/09/11"",""user"":""bnjm2000"",""description"":""Replace battery pin $5\nReplace rubber slot $5\nService charge $60"",""type"":""Repair"",""cost"":""70.00"",""changes"":[{""kind"":""location"",""value"":""E&E""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}},{""date"":""2025/11/12"",""user"":""bnjm2000"",""description"":""Collected back from E&E."",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Store""}],""source"":{}}]",AX,Store,Store
ULXD2#12,Shure,ULXD2 [L50],2NK0771082-01,Handheld Microphone,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#13,Shure,ULXD2 [G52],3CC16144846,Handheld Microphone,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#14,Shure,ULXD2 [G52],3CC16144872,Handheld Microphone,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#15,Shure,ULXD2 [G52],3CC16145063,Handheld Microphone,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#16,Shure,ULXD2 [G52],3CC16145013,Handheld Microphone,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#17,Shure,ULXD2 [G52],3CC16145099,Handheld Microphone,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD2#18,Shure,ULXD2 [G52],3CC16145049,Handheld Microphone,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD4D#01,Shure,ULXD4D [L50],,Dual Channel Receiver,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD4D#02,Shure,ULXD4D [L50],,Dual Channel Receiver,,,,,,False,False,False,False,False,1,,AX,Store,
ULXD4D#03,Shure,ULXD4D [L50],,Dual Channel Receiver,,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD4D#04,Shure,ULXD4D [L50],,Dual Channel Receiver,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
ULXD4D#05,Shure,ULXD4D [G52],3BH26487024,Dual Channel Receiver,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD4D#06,Shure,ULXD4D [G52],3BH26487098,Dual Channel Receiver,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD4Q#01,Shure,ULXD4Q [L50],,Quad Channel Receiver,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
ULXD4Q#02,Shure,ULXD4Q [G52],3BF11462545,Quad Channel Receiver,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
ULXD4Q#03,Shure,ULXD4Q [G52],3BF11462711,Quad Channel Receiver,2023-08-14,,,,,False,False,False,False,False,1,,AX,Store,Store
WL184#01,Shure,WL184,,supercardioid condenser lavalier microphone,,,,,,False,False,False,False,False,1,,AX,Store,
WL184#02,Shure,WL184,,supercardioid condenser lavalier microphone,,,,,,False,False,False,False,False,1,,AX,Store,
WL184#03,Shure,WL184,,supercardioid condenser lavalier microphone,,,,,,False,False,False,False,False,1,,AX,Store,
WL184#04,Shure,WL184,,supercardioid condenser lavalier microphone,,,,,,False,False,False,False,False,1,,AX,Store,
WL184#05,Shure,WL184,,supercardioid condenser lavalier microphone,,,,,,False,False,False,False,False,1,,AX,Store,
WL184#06,Shure,WL184,,supercardioid condenser lavalier microphone,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#01,TalentCell,YB1208300-USB,20240527001,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#02,TalentCell,YB1208300-USB,20240527002,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#03,TalentCell,YB1208300-USB,20240527003,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#04,TalentCell,YB1208300-USB,20240527004,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#06,TalentCell,YB1208300-USB,20240527006,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#07,TalentCell,YB1208300-USB,20240527007,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
TALENTCELL#08,TalentCell,YB1208300-USB,20240527008,Lithuim ion battery pack,,,,,,False,False,False,False,False,1,,AX,Store,
IP1000#01,Turbosound,IP1000,S231100118DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,Store
IP1000#02,Turbosound,IP1000,S231100129DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,Store
IP1000#03,Turbosound,IP1000,S211200024DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,Store
IP1000#04,Turbosound,IP1000,S231100119DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,Store
IP1000#05,Turbosound,IP1000,S211200022DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
IP1000#06,Turbosound,IP1000,S231100120DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
IP1000#07,Turbosound,IP1000,S231100118DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
IP1000#08,Turbosound,IP1000,S231100125DCW,Powered Column Loudspeaker,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
K&M STAND #01,K&M,214/6,,Aluminium Speaker Stand,,,,,,False,False,False,False,False,1,,AX,Store,
VERSA STAND #01,Versa,,,Light duty Speaker stand,,,,,,False,False,False,False,False,1,,AX,Store,
VERSA STAND #02,Versa,,,Light duty Speaker stand,,,,,,False,False,False,False,False,1,,AX,Store,
VERSA STAND #03,Versa,,,Light duty Speaker stand,,,,,,False,False,False,False,False,1,,AX,Store,
VERSA STAND #04,Versa,,,Light duty Speaker stand,,,,,,False,False,False,False,False,1,,AX,Store,
VERSA STAND #05,Versa,,,Light duty Speaker stand,,,,,,False,False,False,False,False,1,,AX,Store,
VERSA STAND #06,Versa,,,Light duty Speaker stand,,,,,,False,False,False,False,False,1,,AX,Store,
WARWICK STAND #01,Warwick,RS28400B,,Hand Crank Speaker Stand,,,,,,False,False,False,False,False,1,,AX,Store,
WARWICK STAND #02,Warwick,RS28400B,,Hand Crank Speaker Stand,,,,,,False,False,False,False,False,1,,AX,Store,
CL5#01,Yamaha,CL5,WTASK01015,Digital Mixer,,,,,,False,False,False,False,False,1,"[{""date"":""2024/09/12"",""user"":""bnjm2000"",""description"":""Sent into Yamaha for fader servicing, sometimes get stuck"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""date"":""2024/10/22"",""user"":""bnjm2000"",""description"":""Replaced faulty faders: CH 1-8, 9-16, Centralogic CH 7,8 ($684) Service fee ($369.73)"",""type"":""Repair"",""cost"":""1053.73"",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""degraded"",""action"":""cleared""}],""source"":{}},{""date"":""2025/01/16"",""user"":""bnjm2000"",""description"":""Unable to connect to dante network (Dante Module Error) (Wedding of Benjamin and Rachel @ Ritz Garden Pavilion)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2025/01/17"",""user"":""bnjm2000"",""description"":""Sent in to Yamaha for repairs"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""}],""source"":{}},{""date"":""2025/02/06"",""user"":""bnjm2000"",""description"":""Replaced Dante Module ($631)\nReplaced DNTU PCB ($672)\nReplaced FFC Cable ($10)\nService fee ($FOC)"",""type"":""Repair"",""cost"":""1313.00"",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}},{""date"":""2025/02/13"",""user"":""bnjm2000"",""description"":""Dante clock suddenly unlocked and could not lock back, phantom noise on both inputs and outputs\n(Wedding of Aim and Singhis @ TCP)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2025/02/27"",""user"":""bnjm2000"",""description"":""Replaced DSP PCB ($1011)\nService Fee ($FOC)"",""type"":""Repair"",""cost"":""1011.00"",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}}]",AX,Store,Store
DM3#01,Yamaha,DM3,BGDK01029,Digital Mixer,,,,,,False,False,False,False,False,1,"[{""date"":""2024/09/04"",""user"":""bnjm2000"",""description"":""Reported cannot power on from Niche AV"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2024/09/12"",""user"":""bnjm2000"",""description"":""sent to Yamaha for servicing"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""}],""source"":{}},{""id"":""aa949314733851ebecb268de"",""date"":""2024/10/24"",""user"":""bnjm2000"",""description"":""Replaced PCB (report no. PA842034) $586.84 (FOC, under warranty)"",""type"":""Repair"",""cost"":""0.00"",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}},{""date"":""2024/11/07"",""user"":""bnjm2000"",""description"":""Collected from Yamaha"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Store""}],""source"":{}}]",AX,Store,Store
DM3#02,Yamaha,DM3,BGDI01076,Digital Mixer,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Rooftop Opening Ceremony @ Temple
DM7#01,Yamaha,DM7,21EGEI01036,Digital Mixer,2024-03-11,,,,,False,False,False,False,False,1,,AX,Store,Store
DXR8#01,Yamaha,DXR8,EESM01180,"Active 8"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Store
DXR10#01,Yamaha,DXR10,EESX01317,"Active 10"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Store
DXR10#02,Yamaha,DXR10,EEZP01075,"Active 10"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Store
DXR10#03,Yamaha,DXR10,EERY01349,"Active 10"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Store
DXR10#04,Yamaha,DXR10,EEZP02127,"Active 10"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Store
DXR12#01,Yamaha,DXR12,EETK01327,"Active 12"" Speaker",,,,,,False,False,False,False,False,1,"[{""date"":""2023/07/26"",""user"":""bnjm2000"",""description"":""repaired"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}},{""date"":""2023/08/05"",""user"":""bnjm2000"",""description"":""dropped from ledge, distorting (Siong Leng Musical Association @ Thian Hock Keng Temple)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2024/09/12"",""user"":""bnjm2000"",""description"":""sent to Yamaha for servicing"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""}],""source"":{}},{""date"":""2024/10/22"",""user"":""bnjm2000"",""description"":""Replace fan - $18\nTechnical charges - $122.94"",""type"":""Repair"",""cost"":""140.94"",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}},{""date"":""2024/12/31"",""user"":""bnjm2000"",""description"":""Sent back to Yamaha for servicing as woofer was still distorting."",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""marked""}],""source"":{}},{""date"":""2025/01/10"",""user"":""bnjm2000"",""description"":""Collected from Yamaha, replaced woofer - $185"",""type"":""Repair"",""cost"":""185.00"",""changes"":[{""kind"":""location"",""value"":""Yamaha Service Center""},{""kind"":""ooc"",""action"":""cleared""}],""source"":{}}]",AX,Store,Yamaha Service Center
DXR12#02,Yamaha,DXR12,EETK01364,"Active 12"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
DXR12#03,Yamaha,DXR12,EEUN01647,"Active 12"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
DXR12#04,Yamaha,DXR12,EEUN01668,"Active 12"" Speaker",,,,,,False,False,True,False,False,1,"[{""date"":""2026/05/12"",""user"":""bnjm2000"",""description"":""Fan not working, will overheat and go into Protect Mode (130: Dry Hire: Avery Events)"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,Dry Hire: Avery Events
DXR12#05,Yamaha,DXR12,EEUN01679,"Active 12"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
DXR12#06,Yamaha,DXR12,EEUY01020,"Active 12"" Speaker",,,,,,False,False,False,False,False,1,,AX,Store,Dry Hire: Avery Events
MG06#01,Yamaha,MG06,,6-Channel Analog Mixing Console with FX,,,,,,False,False,False,False,False,1,,AX,Store,Store
MG12XU#01,Yamaha,MG12XU,,12-Channel Analog Mixing Console with FX,,,,,,False,False,False,False,False,1,,AX,Store,Store
MG12XU#02,Yamaha,MG12XU,,12-Channel Analog Mixing Console with FX,,,,,,False,False,False,False,False,1,,AX,Store,
MG10#01,Yamaha,MG10,ECWH01433,10-Channel Analogue Mixer,,,,,,False,False,False,False,False,1,,AX,Store,Store
MG124CX#01,Yamaha,MG124CX,,12-Input Stereo Mixer with Compression and Effects,,,,,,False,False,False,False,False,1,,AX,Store,
MG124CX#02,Yamaha,MG124CX,,12-Input Stereo Mixer with Compression and Effects,,,,,,False,False,False,False,False,1,,AX,Store,
QL1#01,Yamaha,QL1,WTAUM01016,Digital Mixer,,,,,,False,False,False,False,False,1,,AX,Store,Store
QL1#02,Yamaha,QL1,EAXP01044,Digital Mixer,,,,,,False,False,False,False,False,1,,AX,Store,NSBA Ground Breaking Ceremony @ Senja Close
QL5#01,Yamaha,QL5,,Digital Mixer,,,,,,False,False,False,False,False,1,,AX,Store,Store
RO8-D #01,Yamaha,Ro8-d,,8-channel Remote Output Rack,,,,,,False,False,False,False,False,1,,AX,Store,Store
RIO1608-D #01,Yamaha,Rio1608-d,,High Performance I/O Rack,,,,,,False,False,False,False,False,1,"[{""date"":""2024/11/13"",""user"":""bnjm2000"",""description"":""2024/11/13 - Updated firmware version to v5.80"",""type"":""Update"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,Store
RIO1608-D2 #01,Yamaha,Rio1608-d2,EEYP01258,High Performance I/O Rack,,,,,,False,False,False,False,False,1,"[{""date"":""2024/11/13"",""user"":""bnjm2000"",""description"":""2024/11/13 - Updated firmware version to v1.85"",""type"":""Update"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,Store
RIO3224-D #01,Yamaha,Rio3224-d,,High Performance I/O Rack,,,,,,False,False,False,False,False,1,"[{""date"":""2024/11/13"",""user"":""bnjm2000"",""description"":""2024/11/13 - Updated firmware to v5.80"",""type"":""Update"",""cost"":"""",""changes"":[],""source"":{}},{""date"":""2026/03/27"",""user"":""bnjm2000"",""description"":""Channel 14 reported softer than the rest by T2, Dol operator. (Dry Rental: SCM)"",""type"":""Fault"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,Dry Hire: Avery Events
RIO3224-D #02,Yamaha,Rio3224-d,,High Performance I/O Rack,,,,,,False,False,False,False,False,1,"[{""date"":""2024/11/13"",""user"":""bnjm2000"",""description"":""2024/11/13 - Updated firmware to v5.80"",""type"":""Update"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,Store
RIO3224-D2 #01,Yamaha,Rio3224-d2,EEDX01062,High Performance I/O Rack,2024-03-11,,,,,False,False,False,False,False,1,"[{""date"":""2024/11/13"",""user"":""bnjm2000"",""description"":""2024/11/13 - Updated firmware to v1.85"",""type"":""Update"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,Store
SBC800#01,Shure,SBC800,,8-bay battery charger,2024-12-05,,,,,False,False,False,False,False,1,,AX,Store,
SB900#01,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
SB900#02,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
SB900#03,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
SB900#04,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
SB900#05,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
SB900#06,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
SB900#07,Shure,SB900,,Rechargeable Battery,,,,,,False,False,False,False,False,1,,AX,Store,
